FountainTy,the_geom,OBJECTID,Position,Collection,Painted,GISPROPNUM,SIGNNAME,BOROUGH,FountainCo,GISOBJID,SYSTEM,DEPARTMENT,PARENTID,DESCRIPTIO,FEATURESTA
A,POINT (-73.89463248945107 40.67103136309912),81,Near Ballfield,01/13/2018 12:00:00 AM +0000,yes,B078,Grace Playground,B,1,100037450,B078-DF0071,B-05,B078,"A, Near Ballfield",Active
A,POINT (-73.96837050942077 40.650335283457274),413,"Under Tree, Near Ballfield",01/22/2018 12:00:00 AM +0000,no,B068,Parade Ground,B,1,100037810,B068-DF0333,B-14,B068,"A, Under Tree, Near Ballfield",Active
A,POINT (-73.94659444606421 40.70659983666563),536,"Near Ballfield, Under Tree",01/24/2018 12:00:00 AM +0000,yes,B055,Sternberg Park,B,1,100037953,B055-DF0414,B-01,B055,"A, Near Ballfield, Under Tree",Active
D,POINT (-73.84518541207781 40.744147712948646),1077,Out in Open,02/01/2018 12:00:00 AM +0000,yes,Q099,Flushing Meadows Corona Park,Q,1,100038463,Q099-DF0226,Q-15,Q099,"D, Out in Open",Active
A,POINT (-73.83668734459958 40.750346131049085),1126,Out in Open,02/01/2018 12:00:00 AM +0000,yes,Q099,Flushing Meadows Corona Park,Q,1,100038493,Q099-DF0274,Q-15,Q099,"A, Out in Open",Active
C,POINT (-73.77613683043597 40.74787438509475),2122,In Playground,02/23/2018 12:00:00 AM +0000,yes,Q293,Saul Weprin Playground,Q,1,100039493,Q293-DF0621,Q-11,Q293,"C, In Playground",Active
D,POINT (-73.93544148145634 40.81875039624868),2786,Near Ballfield,05/09/2018 12:00:00 AM +0000,yes,M186,Col. Young Playground,M,1,100040101,M186-DF0537,M-10,M186,"D, Near Ballfield",Active
A,POINT (-73.9693825241852 40.651334696786044),436,"Out in Open, Near Ballfield",01/22/2018 12:00:00 AM +0000,no,B068,Parade Ground,B,1,100037853,B068-DF0351,B-14,B068,"A, Out in Open, Near Ballfield",Active
A,POINT (-73.89600044179065 40.90694105385552),1438,"Near Ballfield, Under Tree",02/05/2018 12:00:00 AM +0000,yes,X092,Van Cortlandt Park,X,1,100038855,X092-DF0265,X-13,X092,"A, Near Ballfield, Under Tree",Active
D,POINT (-73.99227638209375 40.77489174135478),1936,Out in Open,02/16/2018 12:00:00 AM +0000,yes,M353,Riverside Park South,M,1,100039305,M353-DF0079,M-14,M353,"D, Out in Open",Active
A,POINT (-73.92637477446459 40.821294852678),2102,Out in Open,02/22/2018 12:00:00 AM +0000,no,X047,Franz Sigel Park,X,1,100039526,X047-DF0401,X-04,X047,"A, Out in Open",Active
A,POINT (-73.93603443005114 40.79354429108187),2600,Just Outside Playground,04/05/2018 12:00:00 AM +0000,yes,M047,Thomas Jefferson Park,M,1,100039899,M047-DF0407,M-11,M047,"A, Just Outside Playground",Active
A,POINT (-73.87743505330918 40.720716539669986),1289,Just Outside Playground,02/02/2018 12:00:00 AM +0000,yes,Q102,Juniper Valley Park,Q,1,100038595,Q102-DF0399,Q-05,Q102,"A, Just Outside Playground",Active
A,POINT (-73.97061303047045 40.690227230553866),1787,Just Outside Playground,02/13/2018 12:00:00 AM +0000,yes,B253,Albert J. Parham Playground,B,1,100039130,B253-DF0736,B-02,B253,"A, Just Outside Playground",Active
A,POINT (-74.14570041210945 40.624411265017756),1953,Under Tree,02/17/2018 12:00:00 AM +0000,yes,R076,Markham Playground,R,1,100039355,R076-DF0162,R-01,R076,"A, Under Tree",Active
E Wheelchair Child,POINT (-73.97712036755014 40.77325238318572),2451,In Playground,03/08/2018 12:00:00 AM +0000,yes,M010,Central Park,M,2,100039826,M010-DF0274,M-13,M010,"E Wheelchair Child, In Playground",Active
Other,POINT (-73.91683028109115 40.69753714331316),64,"Near Ballfield, Out in Open",01/12/2018 12:00:00 AM +0000,no,B429,Hope Ballfield,B,1,100037480,B429-DF0054,B-04,B429,"Other, Near Ballfield, Out in Open",Active
C,POINT (-73.92702834176995 40.666289447299405),728,Out in Open,01/26/2018 12:00:00 AM +0000,yes,B054,Lincoln Terrace / Arthur S. Somers Park,B,1,100038097,B054-DF0490,B-08,B054,"C, Out in Open",Active
C,POINT (-73.9399850568513 40.57736698508717),1146,Out in Open,02/01/2018 12:00:00 AM +0000,no,B251,Manhattan Beach Park,B,1,100038540,B251-DF0615,B-15,B251,"C, Out in Open",Active
A,POINT (-73.97861687348718 40.741959888005816),1810,Under Tree,02/22/2018 12:00:00 AM +0000,yes,M265,Vincent F. Albano Jr. Playground,M,1,100039236,M265-DF0015,M-06,M265,"A, Under Tree",Active
B,POINT (-73.97674849535774 40.79764398592773),1979,Out in Open,02/17/2018 12:00:00 AM +0000,no,M071,Riverside Park,M,1,100039370,M071-DF0095,M-14,M071,"B, Out in Open",Active
F Dog,POINT (-73.99212450229516 40.71104469847039),2643,Out in Open,04/06/2018 12:00:00 AM +0000,yes,M004,Allen Mall One,M,1,100040064,M004-DF0450,M-03,M004,"F Dog, Out in Open",Active
Trough,POINT (-73.96149926843589 40.72206394809007),38,"Under Tree, In Shade, Near Ballfield",01/11/2018 12:00:00 AM +0000,no,B529,Bushwick Inlet Park,B,1,100037441,B529-DF0028,B-01,B529,"Trough, Under Tree, In Shade, Near Ballfield",Active
E Wheelchair Child,POINT (-73.941259297452 40.76124994353202),579,In Playground,01/25/2018 12:00:00 AM +0000,no,Q429,Spirit Playground,Q,2,100037926,Q429-DF0039,Q-01,Q429,"E Wheelchair Child, In Playground",Active
C,POINT (-74.01914632214599 40.6351717363603),2079,Near Ballfield,02/22/2018 12:00:00 AM +0000,no,B052,Leif Ericson Park,B,1,100039409,B052-DF0784,B-10,B052,"C, Near Ballfield",Active
C,POINT (-73.99590306416103 40.7100568967774),2620,"In Playground, Under Tree",04/06/2018 12:00:00 AM +0000,no,M206,Tanahey Playground,M,1,100040078,M206-DF0427,M-03,M206,"C, In Playground, Under Tree",Active
C,POINT (-73.79138861512521 40.78856172167257),2743,Near Ballfield,05/01/2018 12:00:00 AM +0000,no,Q010A,Little Bay Park,Q,1,100040187,Q010A-DF0746,Q-11,Q010A,"C, Near Ballfield",Active
C,POINT (-73.94596416185522 40.68965453633783),101,"Under Tree, In Playground",01/14/2018 12:00:00 AM +0000,yes,B088,Herbert Von King Park,B,1,100037516,B088-DF0091,B-03,B088,"C, Under Tree, In Playground",Active
E Wheelchair Child,POINT (-73.89853230864944 40.86529712681359),350,Out in Open,01/22/2018 12:00:00 AM +0000,yes,X044,St. James Park,X,2,100037699,X044-DF0053,X-07,X044,"E Wheelchair Child, Out in Open",Active
C,POINT (-73.98286366019317 40.69770364603665),599,"Out in Open, In Playground",01/25/2018 12:00:00 AM +0000,no,B243,Golconda Playground,B,1,100037931,B243-DF0430,B-02,B243,"C, Out in Open, In Playground",Active
Other,POINT (-73.73598359243552 40.762355061787986),2520,In Playground,03/23/2018 12:00:00 AM +0000,no,Q369,Louis Pasteur Park,Q,1,100039925,Q369-DF0729,Q-11,Q369,"Other, In Playground",Active
C,POINT (-73.8657494332076 40.674614124771125),207,Just Outside Playground,01/16/2018 12:00:00 AM +0000,yes,B380,Robert E. Venable Park,B,1,100037608,B380-DF0197,B-05,B380,"C, Just Outside Playground",Active
A,POINT (-73.80355161355342 40.70329402547135),1369,Out in Open,02/03/2018 12:00:00 AM +0000,yes,Q023,Rufus King Park,Q,1,100038751,Q023-DF0458,Q-12,Q023,"A, Out in Open",Active
A,POINT (-74.19096429430871 40.51642762836975),1916,Out in Open,02/15/2018 12:00:00 AM +0000,yes,R031,Wolfe's Pond Park,R,1,100039385,R031-DF0147,R-03,R031,"A, Out in Open",Active
A,POINT (-73.89336967046003 40.63074083614631),2414,"In Playground, Out in Open",03/05/2018 12:00:00 AM +0000,no,B018,Canarsie Park,B,1,100039862,B018-DF0813,B-18,B018,"A, In Playground, Out in Open",Active
D,POINT (-74.00278469384241 40.72983232313009),2912,"Under Tree, In Shade, In Playground",05/29/2018 12:00:00 AM +0000,yes,M027,Downing Street Playground,M,1,100040339,M027-DF0613,M-02,M027,"D, Under Tree, In Shade, In Playground",Active
D,POINT (-73.77194298547263 40.73836778722821),977,Near Ballfield,01/31/2018 12:00:00 AM +0000,no,Q021,Cunningham Park,Q,1,100038345,Q021-DF0158,Q-08,Q021,"D, Near Ballfield",Active
A,POINT (-73.76464611847057 40.73939040260818),1226,"Out in Open, Near Ballfield",02/02/2018 12:00:00 AM +0000,no,Q021,Cunningham Park,Q,1,100038613,Q021-DF0348,Q-08,Q021,"A, Out in Open, Near Ballfield",Active
E Wheelchair,POINT (-73.97299680715486 40.80216255486346),1973,"Near Ballfield, Under Tree",02/17/2018 12:00:00 AM +0000,no,M071,Riverside Park,M,1,100039294,M071-DF0089,M-14,M071,"E Wheelchair, Near Ballfield, Under Tree",Active
Other,POINT (-74.00697301880138 40.744630834448195),2059,Out in Open,02/21/2018 12:00:00 AM +0000,yes,M360,The High Line,M,1,100039486,M360-DF0118,M-16,M360,"Other, Out in Open",Active
C,POINT (-73.92205764141026 40.87028766000515),2222,In Playground,02/27/2018 12:00:00 AM +0000,yes,M042,Inwood Hill Park,M,1,100039612,M042-DF0181,M-12,M042,"C, In Playground",Active
Trough,POINT (-73.92693691007263 40.827670688767036),2308,"Out in Open, Near Ballfield",03/01/2018 12:00:00 AM +0000,no,X030,Macombs Dam Park,X,1,100039736,X030-DF0422,X-04,X030,"Trough, Out in Open, Near Ballfield",Active
E Wheelchair,POINT (-73.9264281971671 40.84209560641906),3055,Under Tree,06/12/2018 12:00:00 AM +0000,no,X120,Highbridge Park,X,1,100040416,X120-DF0459,X-04,X120,"E Wheelchair, Under Tree",Active
Bottle Filler High Low,POINT (-73.90748900034878 40.68201937505837),44,"Just Outside Playground, Near Ballfield, Out in Open",01/12/2018 12:00:00 AM +0000,no,B381,Thomas Boyland Park,B,2,100037438,B381-DF0034,B-04,B381,"Bottle Filler High Low, Just Outside Playground, Near Ballfield, Out in Open",Active
E Wheelchair,POINT (-73.98420500558845 40.59541813592423),585,"Near Ballfield, Out in Open",01/25/2018 12:00:00 AM +0000,no,B106A,Scarangella Park,B,1,100037973,B106A-DF0419,B-13,B106A,"E Wheelchair, Near Ballfield, Out in Open",Active
D,POINT (-73.78895543965956 40.58904623450096),1040,In Playground,02/01/2018 12:00:00 AM +0000,no,Q162E,Beach 59th St Playground,Q,1,100038419,Q162E-DF0192,Q-14,Q162E,"D, In Playground",Active
A,POINT (-74.10065088035999 40.58593037772214),1581,Just Outside Playground,02/10/2018 12:00:00 AM +0000,no,R067,Gen. Douglas MacArthur Park,R,1,100038938,R067-DF0093,R-02,R067,"A, Just Outside Playground",Active
D,POINT (-73.95633663556045 40.604577387721704),1667,In Playground,02/12/2018 12:00:00 AM +0000,no,B157,Kelly Park,B,1,100039041,B157-DF0668,B-15,B157,"D, In Playground",Active
E Wheelchair,POINT (-73.87769352804685 40.74254902622691),2663,"Under Tree, Just Outside Playground",04/17/2018 12:00:00 AM +0000,no,Q013,Veterans Grove,Q,1,100040037,Q013-DF0730,Q-04,Q013,"E Wheelchair, Under Tree, Just Outside Playground",Active
C,POINT (-73.8222781882867 40.74935787975401),685,Near Ballfield,01/26/2018 12:00:00 AM +0000,no,Q300,Kissena Corridor Park,Q,1,100038073,Q300-DF0095,Q-07,Q300,"C, Near Ballfield",Active
E Wheelchair,POINT (-73.97086490261054 40.5743064493127),934,Out in Open,01/30/2018 12:00:00 AM +0000,no,B169,Coney Island Beach & Boardwalk,B,1,100038335,B169-DF0568,B-13,B169,"E Wheelchair, Out in Open",Active
A,POINT (-73.78546112895826 40.68238185765109),1183,Near Ballfield,02/01/2018 12:00:00 AM +0000,no,Q005,Baisley Pond Park,Q,1,100038505,Q005-DF0314,Q-12,Q005,"A, Near Ballfield",Active
Trough,POINT (-74.18793961253452 40.59013420036666),1432,Just Outside Playground,02/05/2018 12:00:00 AM +0000,no,R045,Schmul Park,R,1,100038885,R045-DF0024,R-02,R045,"Trough, Just Outside Playground",Active
E Wheelchair,POINT (-73.9696460301105 40.77187087075373),2849,"In Shade, Under Tree",05/23/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040238,M010-DF0561,M-13,M010,"E Wheelchair, In Shade, Under Tree",Active
B,POINT (-73.96254068866249 40.78218929893341),3098,Out in Open,06/21/2018 12:00:00 AM +0000,,M010,Central Park,M,1,100040460,M010-DF0662,M-13,M010,"B, Out in Open",Active
A,POINT (-73.97300052772901 40.617932026409086),293,Near Ballfield,01/20/2018 12:00:00 AM +0000,yes,B372,Friends Field,B,1,100037646,B372-DF0257,B-12,B372,"A, Near Ballfield",Active
C,POINT (-73.99459237633874 40.64251039680222),791,"In Playground, Out in Open",01/27/2018 12:00:00 AM +0000,no,B162,Brizzi Playground,B,1,100038174,B162-DF0511,B-12,B162,"C, In Playground, Out in Open",Active
C,POINT (-73.71612954770883 40.74969738267648),834,Just Outside Playground,01/29/2018 12:00:00 AM +0000,no,Q310,Glen Oaks Oval,Q,1,100038198,Q310-DF0118,Q-13,Q310,"C, Just Outside Playground",Active
CS Metal,POINT (-73.86868101701872 40.85145692175979),1332,In Playground,02/03/2018 12:00:00 AM +0000,no,X002,Bronx Park,X,1,100038761,X002-DF0245,X-06,X002,"CS Metal, In Playground",Active
E Wheelchair Dog,POINT (-74.01562100941351 40.704494655782206),2457,Under Tree,03/10/2018 12:00:00 AM +0000,yes,M005,The Battery,M,1,100039853,M005-DF0280,M-01,M005,"E Wheelchair Dog, Under Tree",Active
E Wheelchair,POINT (-73.96437172972871 40.791040697129155),2955,"Under Tree, Out in Open",06/01/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040373,M010-DF0620,M-13,M010,"E Wheelchair, Under Tree, Out in Open",Active
Trough,POINT (-73.93122856898357 40.82216171917061),2998,Out in Open,06/06/2018 12:00:00 AM +0000,,X344,Mill Pond Park,X,1,100040308,X344-DF0443,X-04,X344,"Trough, Out in Open",Active
CS Concrete,POINT (-73.92730719868109 40.68018368746809),141,In Playground,01/15/2018 12:00:00 AM +0000,yes,B294,Jackie Robinson Park,B,1,100037503,B294-DF0131,B-03,B294,"CS Concrete, In Playground",Active
E Wheelchair,POINT (-73.95929016830776 40.66562906890749),393,"Under Tree, Out in Open, In Shade, In Playground",01/22/2018 12:00:00 AM +0000,yes,B357,Jackie Robinson Playground,B,1,100037747,B357-DF0316,B-09,B357,"E Wheelchair, Under Tree, Out in Open, In Shade, In Playground",Active
Other,POINT (-73.77727164093842 40.782302251878555),642,In Playground,01/25/2018 12:00:00 AM +0000,no,Q399,Bay Terrace Playground,Q,1,100038027,Q399-DF0053,Q-07,Q399,"Other, In Playground",Active
F High Low,POINT (-73.83904363652066 40.68152235790652),1475,Under Tree,02/06/2018 12:00:00 AM +0000,no,Q118,Police Officer Nicholas Demutiis Park,Q,2,100038839,Q118-DF0528,Q-10,Q118,"F High Low, Under Tree",Active
CS Concrete,POINT (-73.96671726587589 40.68883864711969),1724,Just Outside Playground,02/12/2018 12:00:00 AM +0000,yes,B259,Underwood Park,B,1,100039169,B259-DF0710,B-02,B259,"CS Concrete, Just Outside Playground",Active
Other,POINT (-73.97473478982567 40.715693368355154),2557,Near Ballfield,04/04/2018 12:00:00 AM +0000,no,M144,John V. Lindsay East River Park,M,1,100039969,M144-DF0364,M-03,M144,"Other, Near Ballfield",Active
D,POINT (-73.7866286293076 40.59382175925511),2806,In Playground,05/10/2018 12:00:00 AM +0000,no,Q382,Cardozo Playground,Q,1,100040236,Q382-DF0772,Q-14,Q382,"D, In Playground",Active
Pedestal,POINT (-73.91588264948325 40.79166437667552),1,"Out in Open, Near Ballfield",01/11/2018 12:00:00 AM +0000,,M104,Randall's Island Park,M,1,100037393,M104-DF0001,M-11R,M104,"Pedestal, Out in Open, Near Ballfield",Active
D,POINT (-73.86704089522867 40.884197725485464),542,In Playground,01/24/2018 12:00:00 AM +0000,no,X004,Bronx River Parkway,X,1,100037927,X004-DF0078,X-09,X004,"D, In Playground",Active
A,POINT (-73.84219062568042 40.74360464749261),1083,Under Tree,02/01/2018 12:00:00 AM +0000,yes,Q099,Flushing Meadows Corona Park,Q,1,100038457,Q099-DF0232,Q-15,Q099,"A, Under Tree",Active
D,POINT (-73.92429419358174 40.80516832583646),1624,"Out in Open, In Playground",02/11/2018 12:00:00 AM +0000,yes,X041,Pulaski Park,X,1,100039049,X041-DF0308,X-01,X041,"D, Out in Open, In Playground",Active
A,POINT (-73.80440121400913 40.74764145998857),2165,"Under Tree, Near Ballfield",02/26/2018 12:00:00 AM +0000,no,Q024,Kissena Park,Q,1,100039585,Q024-DF0639,Q-07,Q024,"A, Under Tree, Near Ballfield",Active
A,POINT (-73.95709460884629 40.60431499992428),2706,Near Ballfield,04/25/2018 12:00:00 AM +0000,,B051,Kelly Park,B,1,100040148,B051-DF0871,B-15,B051,"A, Near Ballfield",Active
D,POINT (-73.84232159478948 40.867873067948786),356,"Out in Open, In Playground",01/22/2018 12:00:00 AM +0000,no,X187,Givan Square,X,1,100037791,X187-DF0056,X-12,X187,"D, Out in Open, In Playground",Active
Other,POINT (-73.93950321333068 40.70204617356763),688,"Under Tree, Just Outside Playground",01/26/2018 12:00:00 AM +0000,,B310,Bushwick Playground,B,1,100038089,B310-DF0462,B-01,B310,"Other, Under Tree, Just Outside Playground",Active
A,POINT (-73.89540202140262 40.724776599945315),1020,Under Tree,01/31/2018 12:00:00 AM +0000,no,Q360M,Frontera Park,Q,1,100038400,Q360M-DF0175,Q-05,Q360M,"A, Under Tree",Active
A,POINT (-73.7725625121073 40.73003274065124),1352,Out in Open,02/03/2018 12:00:00 AM +0000,no,Q021,Cunningham Park,Q,1,100038729,Q021-DF0447,Q-08,Q021,"A, Out in Open",Active
C,POINT (-73.98400716431685 40.623885851653476),1684,"In Playground, Out in Open",02/12/2018 12:00:00 AM +0000,no,B042,Gravesend Park,B,1,100039035,B042-DF0681,B-12,B042,"C, In Playground, Out in Open",Active
D,POINT (-73.92604877071012 40.847735081695326),2016,Out in Open,02/19/2018 12:00:00 AM +0000,no,X094,Bridge Park,X,1,100039424,X094-DF0379,X-05,X094,"D, Out in Open",Active
Other,POINT (-73.93446658322047 40.859210556377754),2348,"In Playground, Out in Open",03/01/2018 12:00:00 AM +0000,no,M029,Fort Tryon Park,M,1,100039696,M029-DF0247,M-12,M029,"Other, In Playground, Out in Open",Active
D,POINT (-73.94898926829978 40.81552640117622),2680,"In Playground, Near Ballfield, Under Tree",04/23/2018 12:00:00 AM +0000,no,M077,St. Nicholas Park,M,1,100040031,M077-DF0483,M-09,M077,"D, In Playground, Near Ballfield, Under Tree",Active
D,POINT (-73.83503701439177 40.72971163610795),1043,In Playground,02/01/2018 12:00:00 AM +0000,yes,Q099,Flushing Meadows Corona Park,Q,1,100038405,Q099-DF0195,Q-15,Q099,"D, In Playground",Active
C,POINT (-73.92322389373429 40.77469555818689),1375,In Playground,02/03/2018 12:00:00 AM +0000,no,Q066B,Triborough Bridge Playground B,Q,1,100038754,Q066B-DF0464,Q-01,Q066B,"C, In Playground",Active
C,POINT (-73.94578302516771 40.59159980926129),1707,In Playground,02/12/2018 12:00:00 AM +0000,yes,B109,Bill Brown Playground,B,1,100039174,B109-DF0697,B-15,B109,"C, In Playground",Active
B,POINT (-73.99047368500918 40.73543155851128),2039,"Under Tree, In Shade",02/20/2018 12:00:00 AM +0000,yes,M089,Union Square Park,M,1,100039488,M089-DF0101,M-05,M089,"B, Under Tree, In Shade",Active
A,POINT (-73.73785456325791 40.73914031065929),2371,Near Ballfield,03/02/2018 12:00:00 AM +0000,no,Q001A,Alley Athletic Playground,Q,1,100039750,Q001A-DF0713,Q-07A,Q001A,"A, Near Ballfield",Active
C,POINT (-73.9316870613806 40.6799376823424),2703,"Under Tree, In Shade",04/25/2018 12:00:00 AM +0000,no,B038,Fulton Park,B,1,100040170,B038-DF0868,B-03,B038,"C, Under Tree, In Shade",Active
A,POINT (-73.92125923993784 40.88107981968169),3035,Near Ballfield,06/08/2018 12:00:00 AM +0000,,X080,Henry Hudson Park,X,1,100040459,X080-DF0448,X-08,X080,"A, Near Ballfield",Active
Other,POINT (-74.00420518866156 40.753602215574624),2062,"Out in Open, Just Outside Playground",02/21/2018 12:00:00 AM +0000,yes,M360,The High Line,M,1,100039491,M360-DF0121,M-16,M360,"Other, Out in Open, Just Outside Playground",Active
E Wheelchair Dog,POINT (-73.94389922066091 40.77403473243692),2394,Out in Open,03/03/2018 12:00:00 AM +0000,no,M081,Carl Schurz Park,M,1,100039749,M081-DF0259,M-08,M081,"E Wheelchair Dog, Out in Open",Active
E Wheelchair Dog,POINT (-73.94268732576816 40.803589792197855),2726,"Under Tree, Just Outside Playground, Near Ballfield",05/01/2018 12:00:00 AM +0000,yes,M058,Marcus Garvey Park,M,1,100040138,M058-DF0503,M-11,M058,"E Wheelchair Dog, Under Tree, Just Outside Playground, Near Ballfield",Active
D,POINT (-73.95428169111354 40.65670973109343),2895,"Out in Open, Just Outside Playground",05/29/2018 12:00:00 AM +0000,,B267,Winthrop Playground,B,1,100040288,B267-DF0896,B-09,B267,"D, Out in Open, Just Outside Playground",Active
D,POINT (-73.95429444063595 40.79058882454538),3058,"In Playground, Under Tree",06/12/2018 12:00:00 AM +0000,no,M010,Central Park,M,1,100040438,M010-DF0641,M-13,M010,"D, In Playground, Under Tree",Active
A,POINT (-73.82380410507456 40.78220256397224),2208,Just Outside Playground,02/27/2018 12:00:00 AM +0000,no,Q089B,Harvey Park,Q,1,100039607,Q089B-DF0658,Q-07,Q089B,"A, Just Outside Playground",Active
F,POINT (-74.00055241967956 40.7113484413719),2540,Out in Open,03/29/2018 12:00:00 AM +0000,yes,M255,James Madison Plaza,M,1,100039898,M255-DF0347,M-03,M255,"F, Out in Open",Active
C,POINT (-73.76993862405479 40.769961724284535),2749,Near Ballfield,05/01/2018 12:00:00 AM +0000,,Q012,Crocheron Park,Q,1,100040153,Q012-DF0749,Q-11,Q012,"C, Near Ballfield",Active
